ID,target
000137c73,1983574.8684582242
00021489f,1772637.3090119266
0004d7953,1769345.6059910115
00056a333,5118588.752882253
00056d8eb,1853965.9723742134
0005fc190,1631622.7737414385
000787e86,2113523.695791307
0008510a0,2027966.4772181208
000895faf,1827982.7910544928
000986fba,2797433.7627523197
0009efcc5,2294585.209463311
000dd8f00,1825760.5348742134
000e1cdc2,1403312.38468243
00103739c,1753730.0150015382
00134b367,1752635.6021763906
001788d0d,1330179.6653838912
0019c8ad7,2225351.0779798133
001a267b9,986506.9899047739
001a85486,1727622.6939398388
001c4de06,2180236.685571782
001f9014b,1774754.3723571706
00216fb94,1817919.6374472205
00235690e,1836980.0769377458
00240739d,1832977.5198512012
0024c3747,1776261.6943825088
00297052d,1936321.055554545
002ab8f85,1818689.6268883497
002bed5c0,1820431.9096299498
002bf3974,7164450.709387593
002d23a26,1577430.571705992
002f27de9,1466918.3596809097
0030d8bb4,2214311.181995203
003146acd,1660517.2848742134
003223263,2024359.7174160946
00335575e,2323534.272846766
00337cf9d,5127681.6157051865
003394397,1734813.6340208421
0036358a3,1906015.9215093171
003770d30,1027469.4566547583
003bed5ea,1821025.8033132793
003ea6427,3964204.389021552
003ef8132,1701777.7879287468
003fd1723,1928876.1490161826
0041861b4,1092787.8115762947
0042b718b,1465746.1112644286
004381d8f,2267177.4759764597
0043ca764,1121770.874235261
004486837,2127491.3991626212
0045c123e,2466877.6215897226
0048915c6,1943727.0065191502
004ab9a09,1934624.3676350764
004b2e1c9,4389296.459550119
004c54732,1209213.3485756097
004cdefce,1843308.784710143
004dd971b,3306082.998661788
004f9329b,1833289.7132411783
004fd2bca,1386666.9908742532
0054bfedb,1329032.5052537257
0054ec58a,395310.8203888885
00551f45d,9991648.67868507
005777b4c,1611312.7440850171
00578d6ea,2114347.853799686
005802488,1495167.5783054125
0059833b6,572248.3031278916
005a70085,2588787.2589349765
005b148a0,1853965.9723742134
005c28df4,1424373.607740359
005f8dc26,1797598.984960609
00603c202,5870748.884521028
006049609,1815996.396335293
00612f47e,1833169.7157347638
00647a57f,1834656.8473742134
0065853ee,1853965.9723742134
006589d5e,1579873.794739063
006598823,3691954.4999062214
0065c093c,2770685.497701398
006738351,1343288.3782836702
006a0c6a8,2540201.235305826
006e9efe6,1653097.7251730608
006f029d3,1851493.2506220343
0070f35a2,1558149.473844039
007135f85,1853965.9723742134
007285433,4488771.282322377
00735e101,1801365.8394423348
0074ecf4e,1721836.0578859672
007635fa9,1920959.9902619654
007723613,2114943.6894386904
007867da9,1849404.5105858115
0078bfbd6,724415.006282178
0078ce229,1849232.2848742134
007a89d50,1819254.867272397
007d43dfa,1959005.662594752
007ee9e05,1584518.5756287698
007ffeae2,1798252.819604376
00835c85c,1915457.7185151493
